paper_id,MethodTag,MethodFamily,Methodology,PolicySalience,PoliticalSensitivity,SecrecyConstraint,DataAccess,coder_notes
601,20,904,3,3,0,0,0,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
766,30,903,5,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[制裁]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
767,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
768,20,904,3,3,0,0,0,PolicySalience=3[流程]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
769,40,901,3,3,3,0,0,PolicySalience=3[操作化]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
770,40,901,3,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
771,30,903,5,3,3,1,2,PolicySalience=3[考核]; PoliticalSensitivity=3[核]; SecrecyConstraint=1[官网]; DataAccess=2[样本]; MT=30; MY=5; MF9=903
772,20,904,3,2,3,3,1,PolicySalience=2[路径]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[哲学]; MT=20; MY=3; MF9=904
773,20,902,4,2,3,3,3,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=3[实验]; MT=20; MY=4; MF9=902
774,20,904,4,3,0,0,2,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[案例研究]; MT=20; MY=4; MF9=904
775,20,904,3,2,3,3,0,PolicySalience=2[对策]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=0; MT=20; MY=3; MF9=904
776,10,909,1,3,0,0,0,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=909
777,20,904,3,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[对抗]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
778,30,903,5,2,3,0,3,PolicySalience=2[框架]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[传感器]; MT=30; MY=5; MF9=903
779,30,903,5,3,3,0,3,PolicySalience=3[规范]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=3[随机]; MT=30; MY=5; MF9=903
780,10,908,1,3,3,0,0,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=908
781,40,901,3,2,3,0,0,PolicySalience=2[框架]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
782,20,904,3,3,0,0,0,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
783,20,904,3,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=3; MF9=904
784,20,901,2,3,0,0,1,PolicySalience=3[立法]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=2; MF9=901
785,20,904,3,3,3,3,1,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[规范研究]; MT=20; MY=3; MF9=904
786,10,909,1,3,0,0,1,PolicySalience=3[规范]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=10; MY=1; MF9=909
787,20,904,3,2,3,0,0,PolicySalience=2[治理路径]; PoliticalSensitivity=3[恐怖主义]; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
788,20,904,3,3,3,3,1,PolicySalience=3[规范]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=1[规范研究]; MT=20; MY=3; MF9=904
789,20,909,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[意识形态]; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=3; MF9=909
790,40,901,3,2,3,0,0,PolicySalience=2[对策]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
791,40,901,3,2,2,0,0,PolicySalience=2[框架]; PoliticalSensitivity=2[跨部门]; SecrecyConstraint=0; DataAccess=0; MT=40; MY=3; MF9=901
792,20,904,4,3,0,0,1,PolicySalience=3[指南]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=20; MY=4; MF9=904
793,10,907,1,3,2,0,0,PolicySalience=3[制度设计]; PoliticalSensitivity=2[网络安全]; SecrecyConstraint=0; DataAccess=0; MT=10; MY=1; MF9=907
794,40,901,3,2,0,0,1,PolicySalience=2[对策]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=1[文献综述]; MT=40; MY=3; MF9=901
795,20,904,3,3,3,0,1,PolicySalience=3[规范]; PoliticalSensitivity=3[核]; SecrecyConstraint=0; DataAccess=1[规范研究]; MT=20; MY=3; MF9=904
796,30,903,5,2,3,0,0,PolicySalience=2[路径]; PoliticalSensitivity=3[情报]; SecrecyConstraint=0; DataAccess=0; MT=30; MY=5; MF9=903
797,30,902,5,2,0,0,2,PolicySalience=2[路径]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=2[访谈]; MT=30; MY=5; MF9=902
798,20,904,3,2,0,0,0,PolicySalience=2[框架]; PoliticalSensitivity=0; SecrecyConstraint=0; DataAccess=0; MT=20; MY=3; MF9=904
799,30,902,5,2,3,3,2,PolicySalience=2[框架]; PoliticalSensitivity=3[军事]; SecrecyConstraint=3[军事]; DataAccess=2[案例研究]; MT=30; MY=5; MF9=902
800,20,904,4,3,0,1,2,PolicySalience=3[标准]; PoliticalSensitivity=0; SecrecyConstraint=1[新闻]; DataAccess=2[案例研究]; MT=20; MY=4; MF9=904
